/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_23_884.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_23_884.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_23_884.jpg, 0, 0, 0, 8.026459E-05
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_23_995.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_23_995.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_23_995.jpg, 0, 0, 0, 7.894357E-05
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_24_095.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_24_095.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_24_095.jpg, 0, 0, 0, 7.804893E-05
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_24_200.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_24_200.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_24_200.jpg, 0, 0, 0, 7.806395E-05
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_24_306.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_24_306.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_24_306.jpg, 0, 0, 0, 8.022945E-05
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_24_413.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_24_413.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_24_413.jpg, 0, 0, 0, 7.837139E-05
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_24_516.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_24_516.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_24_516.jpg, 0, 0, 0, 7.847715E-05
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_24_616.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_24_616.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_24_616.jpg, 0, 0.1883941, 0, 0.1484525
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_24_720.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_24_720.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_24_720.jpg, 0, 0.4858561, 0, 0.5421971
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_24_821.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_24_821.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_24_821.jpg, 0, 0.7941391, 0, 1.321875
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_24_932.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_24_932.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_24_932.jpg, 0, 1, 0, 2.737899
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_25_033.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_25_033.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_25_033.jpg, -0.203325, 1, 0, 3.907982
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_25_163.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_25_163.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_25_163.jpg, -0.5885189, 1, 0, 5.257174
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_25_267.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_25_267.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_25_267.jpg, -0.3056695, 1, 0, 6.414071
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_25_368.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_25_368.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_25_368.jpg, -0.01271975, 1, 0, 7.552526
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_25_480.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_25_480.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_25_480.jpg, 0, 1, 0, 8.905994
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_25_584.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_25_584.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_25_584.jpg, -0.1898729, 1, 0, 10.01605
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_25_701.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_25_701.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_25_701.jpg, -0.5556421, 1, 0, 11.24824
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_25_807.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_25_807.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_25_807.jpg, -0.2859153, 1, 0, 12.38808
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_25_913.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_25_913.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_25_913.jpg, 0, 1, 0, 13.6414
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_26_017.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_26_017.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_26_017.jpg, -0.05025315, 1, 0, 14.70967
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_26_128.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_26_128.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_26_128.jpg, -0.3491911, 1, 0, 15.63238
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_26_248.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_26_248.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_26_248.jpg, -0.177981, 1, 0, 16.86177
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_26_356.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_26_356.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_26_356.jpg, -0.06002998, 1, 0, 18.0686
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_26_457.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_26_457.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_26_457.jpg, -0.2665744, 1, 0, 19.2134
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_26_562.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_26_562.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_26_562.jpg, 0, 1, 0, 20.10871
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_26_668.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_26_668.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_26_668.jpg, 0, 1, 0, 21.20208
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_26_769.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_26_769.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_26_769.jpg, -0.2711788, 1, 0, 22.11638
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_26_873.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_26_873.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_26_873.jpg, -0.2129635, 1, 0, 23.2193
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_26_973.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_26_973.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_26_973.jpg, -0.03546309, 1, 0, 24.19901
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_27_079.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_27_079.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_27_079.jpg, -0.3557578, 1, 0, 25.12607
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_27_180.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_27_180.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_27_180.jpg, -0.05489373, 1, 0, 26.07036
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_27_285.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_27_285.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_27_285.jpg, -0.1390529, 1, 0, 27.00858
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_27_405.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_27_405.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_27_405.jpg, -0.2068083, 1, 0, 28.07624
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_27_506.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_27_506.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_27_506.jpg, 0, 1, 0, 28.99406
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_27_616.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_27_616.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_27_616.jpg, 0, 1, 0, 30.09158
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_27_719.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_27_719.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_27_719.jpg, -0.2864553, 1, 0, 30.17227
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_27_829.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_27_829.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_27_829.jpg, -0.2052813, 1, 0, 30.1902
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_27_940.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_27_940.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_27_940.jpg, 0, 1, 0, 30.18927
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_28_042.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_28_042.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_28_042.jpg, -0.1074929, 1, 0, 30.18923
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_28_146.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_28_146.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_28_146.jpg, -0.2449829, 1, 0, 30.18204
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_28_252.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_28_252.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_28_252.jpg, 0, 1, 0, 30.18958
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_28_354.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_28_354.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_28_354.jpg, 0, 1, 0, 30.19055
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_28_464.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_28_464.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_28_464.jpg, 0, 1, 0, 30.19029
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_28_570.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_28_570.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_28_570.jpg, -0.3175828, 1, 0, 30.16689
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_28_681.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_28_681.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_28_681.jpg, -0.5381516, 1, 0, 30.14207
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_28_809.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_28_809.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_28_809.jpg, -0.1638386, 1, 0, 30.19244
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_28_907.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_28_907.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_28_907.jpg, 0, 1, 0, 30.18861
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_29_017.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_29_017.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_29_017.jpg, 0, 1, 0, 30.19022
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_29_121.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_29_121.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_29_121.jpg, 0, 1, 0, 30.18813
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_29_230.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_29_230.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_29_230.jpg, 0, 1, 0, 30.19021
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_29_335.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_29_335.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_29_335.jpg, 0, 1, 0, 30.18901
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_29_439.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_29_439.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_29_439.jpg, 0, 1, 0, 30.19011
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_29_542.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_29_542.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_29_542.jpg, 0, 1, 0, 30.19009
/Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/center_2020_04_23_08_27_29_646.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/left_2020_04_23_08_27_29_646.jpg, /Users/dmeschisen/Documents/Coding/Self Driving Car/Self Driving Car Project/Data/IMG/right_2020_04_23_08_27_29_646.jpg, 0, 1, 0, 30.1901
